node_amount,node_network_revenue,node_incentive_revenue,node_profit,node_expenditures,node_apr,node_change_amount,network_resource_demand,network_resource_provision,network_resource_provision_max,network_resource_demand_supply_ratio,network_revenue,buyback_and_burn_revenue,resource_unit_price_current,resource_price_multiplier,foundation_revenue,foundation_expenditures,foundation_cash_reserves,token_circulating_supply,token_total_supply,token_burned_supply,token_burned_supply_cum,token_minted_supply,token_minted_supply_cum,token_staked_supply,token_incentives_vested,token_incentives_vested_cum,token_seller_vested,token_seller_vested_cum,emission_cap_utilization,dex_tokens,dex_usdc,dex_token_price,fundamental_token_price,token_market_multiplier,token_speculation_premium,node_apr_error_cum,utilization_error_cum,step_cost_data,apr_divergence_warning,business_apr,simulation,subset,run,substep,timestep
15000,0.0,0.0,0.0,0.0,10.86825396825397,0.0,300000000.0,0.0,0,0.0,0.0,0.0,2e-05,1.0,0.0,0.0,25000000.0,0.05,10000000000.0,0.0,0.0,0,0,150000000,0.0,0.0,0.0,0.0,0,500000000.0,2500000.0,0.005,0.005,1.0,0.0,0.0,0,{},,4.51904761904762,0,0,1,0,0
15000,0.0,0.0,0.0,0.0,10.86825396825397,0.0,301499999.99999994,0.0,0,0.0,0.0,0.0,2e-05,1.0,0.0,0.0,25000000.0,0.05,10000000000.0,0.0,0.0,0,0,150000000,0.0,0.0,0.0,0.0,0,500000000.0,2500000.0,0.005,0.005,1.0,0.0,0.0,0,{},,4.51904761904762,0,0,1,1,1
15000,0.0,0.0,0.0,0.0,10.86825396825397,0.0,301499999.99999994,0.0,0,0.0,0.0,0.0,2e-05,1.0,0.0,0.0,25000000.0,0.05,10000000000.0,0.0,0.0,0,0,150000000,410958.90410958906,410958.90410958906,3515981.735159817,3515981.735159817,0,500000000.0,2500000.0,0.005,0.005,1.0,0.0,0.0,0,{},,4.51904761904762,0,0,1,2,1
15000,0.0,0.0,0.0,0.0,10.86825396825397,0.0,301499999.99999994,1470000000.0,0,0.2051020408163265,0.0,0.0,2e-05,1.0,0.0,0.0,25000000.0,0.05,10000000000.0,0.0,0.0,0,0,150000000,410958.90410958906,410958.90410958906,3515981.735159817,3515981.735159817,0,500000000.0,2500000.0,0.005,0.005,1.0,0.0,0.0,0,{},,4.51904761904762,0,0,1,3,1
15000,3091.7978954081627,0.0,0.0,0.0,10.86825396825397,0.0,301499999.99999994,1470000000.0,0,0.2051020408163265,4122.39719387755,41.223971938775506,1.367295918367347e-05,0.911530612244898,989.375326530612,0.0,25000000.0,0.05,10000000000.0,0.0,0.0,0,0,150000000,410958.90410958906,410958.90410958906,3515981.735159817,3515981.735159817,0,500000000.0,2500000.0,0.005,0.005,1.0,0.0,0.0,0,{},,4.51904761904762,0,0,1,4,1
15000,3091.7978954081627,2053.107035313441,3674.9049307216037,1470.0,8.516779411381387,0.0,301499999.99999994,1470000000.0,0,0.2051020408163265,4122.39719387755,41.223971938775506,1.367295918367347e-05,0.911530612244898,989.375326530612,0.0,25000000.0,0.05,10000000000.0,0.0,0.0,0,0,150000000,410958.90410958906,410958.90410958906,3515981.735159817,3515981.735159817,0,500410958.9041096,2497946.8929646867,0.004995893785929373,0.004995893785929373,1.0,0.0,0.0,0,{},,3.7585992523408454,0,0,1,5,1
15000,3091.7978954081627,2053.107035313441,3674.9049307216037,1470.0,8.516779411381387,0.0,301499999.99999994,1470000000.0,0,0.2051020408163265,4122.39719387755,41.223971938775506,1.367295918367347e-05,0.911530612244898,989.375326530612,2739.72602739726,24998249.649299134,0.05,10000000000.0,0.0,0.0,0,0,150000000,410958.90410958906,410958.90410958906,3515981.735159817,3515981.735159817,0,500410958.9041096,2497946.8929646867,0.004995893785929373,0.004995893785929373,1.0,0.0,0.0,0,{},,3.7585992523408454,0,0,1,6,1
15000,3091.7978954081627,2053.107035313441,3674.9049307216037,1470.0,8.516779411381387,0.0,301499999.99999994,1470000000.0,0,0.2051020408163265,4122.39719387755,41.223971938775506,1.367295918367347e-05,0.911530612244898,989.375326530612,2739.72602739726,24998249.649299134,0.05,10000000000.0,0.0,0.0,0,0,150000000,410958.90410958906,410958.90410958906,3515981.735159817,3515981.735159817,0,503926940.6392694,2480518.3037332366,0.004956962391801979,0.004956962391801979,1.0,0.0,0.0,0,{},,3.7585992523408454,0,0,1,7,1
15000,3091.7978954081627,2053.107035313441,3674.9049307216037,1470.0,8.516779411381387,0.0,301499999.99999994,1470000000.0,0,0.2051020408163265,4122.39719387755,41.223971938775506,1.367295918367347e-05,0.911530612244898,989.375326530612,2739.72602739726,24998249.649299134,0.05,10000000000.0,8374.671048239117,8374.671048239117,0,0,150000000,410958.90410958906,410958.90410958906,3515981.735159817,3515981.735159817,0,503918565.9682212,2480559.5277051753,0.004922458649578049,0.004922458649578049,1.0,0.0,0.0,0,{},,3.7585992523408454,0,0,1,8,1
15000,3091.7978954081627,2053.107035313441,3674.9049307216037,1470.0,8.516779411381387,0.0,301499999.99999994,1470000000.0,0,0.2051020408163265,4122.39719387755,41.223971938775506,1.367295918367347e-05,0.911530612244898,989.375326530612,2739.72602739726,24998249.649299134,0.05,10000000000.0,8374.671048239117,8374.671048239117,0,0,150000000,410958.90410958906,410958.90410958906,3515981.735159817,3515981.735159817,0,503918565.9682212,2480559.5277051753,0.004922458649578049,0.004922458649578049,1.0,0.0,0.0,0,{},,3.7585992523408454,0,0,1,9,1
