timestep,run,subset,network_resource_demand,network_resource_provision,network_resource_demand_supply_ratio,dex_tokens,dex_usdc,dex_token_price,token_incentives_vested,token_seller_vested,token_incentives_vested_cum,token_seller_vested_cum,token_burned_supply,token_burned_supply_cum,token_minted_supply,token_minted_supply_cum,token_total_supply,token_circulating_supply,token_staked_supply,node_amount,node_profit,node_network_revenue,node_incentive_revenue,node_expenditures,node_apr,node_change_amount,foundation_revenue,foundation_expenditures,foundation_cash_reserves
1,1,0,301499999.99999994,1470000000.0,0.2051020408163265,503918565.9682212,2480559.5277051753,0.004922458649578049,410958.90410958906,3515981.735159817,410958.90410958906,3515981.735159817,8374.671048239117,8374.671048239117,0,0,9999991625.32895,5553918565.968222,150000000,15000,3674.9049307216037,3091.7978954081627,2053.107035313441,1470.0,8.516779411381387,0.0,989.375326530612,2739.72602739726,24998249.649299134
2,1,0,303007499.9999999,1470000000.0,0.20612755102040808,507936955.77588916,2460935.330233231,0.004845916198582549,410958.90410958906,3515981.735159817,821917.8082191781,7031963.470319634,8550.831601430938,16925.502649670056,0,0,9999983074.49735,5557836955.775889,149900000,14990,3659.6190201310774,3108.305623215879,2021.313396915198,1470.0,8.487607490592316,-10.0,994.6577994290814,2739.72602739726,24996504.58107117
3,1,0,304522537.4999998,1469020000.0,0.20729638636642103,511955162.9405211,2441620.068484835,0.004912252250325234,410958.90410958906,3515981.735159817,1232876.7123287672,10547945.20547945,8733.474637452258,25658.977287122314,0,0,9999974341.022713,5561755162.940521,149800000,14980,3645.499147027979,3125.0484377129787,1989.4707093150002,1469.02,8.466752990446293,-10.0,1000.0155000681531,2739.72602739726,24994764.87054384
4,1,0,306045150.18749976,1468040000.0,0.2084719423091331,515973184.6483204,2422606.5175305214,0.0049070873036323485,410958.90410958906,3515981.735159817,1643835.6164383562,14063926.940639269,8918.93147018359,34577.90875730591,0,0,9999965422.091242,5565673184.64832,149700000,14970,3632.223897577538,3141.887914434806,1958.3759831427321,1468.04,8.447649056170475,-10.0,1005.404132619138,2739.72602739726,24993030.548649065
5,1,0,307575375.9384372,1467060000.0,0.209654258134253,519991018.0538681,2403887.6761338734,0.004839894484964083,410958.90410958906,3515981.735159817,2054794.5205479453,17579908.675799087,9107.233721680383,43685.142478986294,0,0,9999956314.857521,5569591018.053868,149600000,14960,3619.770662319855,3158.8246769230436,1928.005985396811,1467.06,8.430256242553067,-10.0,1010.8238966153739,2739.72602739726,24991301.646518286
6,1,0,309113252.81812936,1466080000.0,0.2108433733617056,524008660.2798093,2385456.7581622167,0.004774969856463436,410958.90410958906,3515981.735159817,2465753.4246575343,21095890.410958905,9298.413328208895,52983.55580719519,0,0,9999947016.444193,5573508660.279809,149500000,14950,3608.1177316331923,3175.8593533639337,1898.3383782692583,1466.08,8.414536571833068,-10.0,1016.2749930764587,2739.72602739726,24989578.195483968
7,1,0,310658819.08221996,1465100000.0,0.2120393277470616,528026108.4165354,2367307.184390081,0.004745455453184721,410958.90410958906,3515981.735159817,2876712.3287671236,24611872.146118723,9492.5025433016,62476.05835049679,0,0,9999937523.94165,5577426108.416535,149400000,14940,3597.2442546998886,3192.992576628232,1869.3516780716561,1465.1,8.400453474603301,-10.0,1021.7576245210342,2739.72602739726,24987860.227081094
8,1,0,312212113.177631,1464120000.0,0.21324216128297613,532043359.52186394,2349432.574674644,0.0047452957042281516,410958.90410958906,3515981.735159817,3287671.2328767125,28127853.88127854,9689.533940843143,72165.59229133993,0,0,9999927834.40771,5581343359.521864,149300000,14930,3587.1302006546393,3210.224984311538,1841.0252163431016,1464.12,8.387971733462638,-10.0,1027.271994979692,2739.72602739726,24986147.773048677
9,1,0,313773173.7435191,1463140000.0,0.2144519142006364,536060410.62071514,2331826.740483596,0.004688761941526914,410958.90410958906,3515981.735159817,3698630.1369863013,31643835.61643836,9889.540418187125,82055.13270952705,0,0,9999917944.86729,5585260410.620715,149200000,14920,3577.7563217837082,3227.557218775011,1813.339103008697,1463.1399999999999,8.377057429276167,-10.0,1032.8183100080034,2739.72602739726,24984440.86533129
10,1,0,315342039.6122367,1462160000.0,0.21566862697121839,540077258.7047853,2314483.677757056,0.00467729295807996,410958.90410958906,3515981.735159817,4109589.04109589,35159817.35159817,10092.55519930412,92147.68790883117,0,0,9999907852.312092,5589177258.704785,149100000,14910,3569.1041186524144,3244.9899271864897,1786.2741914659248,1462.1599999999999,8.367677889909947,-10.0,1038.3967766996768,2739.72602739726,24982739.53608059
