timestep,run,subset,network_resource_demand,network_resource_provision,network_resource_demand_supply_ratio,dex_tokens,dex_usdc,dex_token_price,token_incentives_vested,token_seller_vested,token_incentives_vested_cum,token_seller_vested_cum,token_burned_supply,token_burned_supply_cum,token_minted_supply,token_minted_supply_cum,token_total_supply,token_circulating_supply,token_staked_supply,node_amount,node_profit,node_network_revenue,node_incentive_revenue,node_expenditures,node_apr,node_change_amount,foundation_revenue,foundation_expenditures,foundation_cash_reserves
2286,1,0,1895108064.228022,3573864000.0,0.5302686571811412,1930878148.6043406,647373.8391537112,0.0003352604196116941,0.0,0.0,3000000000.0,3850000000.0,1131238.1378154887,5204361851.39563,0,0,4795638148.60437,4795638148.604341,364760000,36476,24852.756963420332,28426.620963420333,0.0,3573.864,24.79155271471657,8.0,9096.518708294507,2739.72602739726,35428676.36155545
2287,1,0,1895487085.8408678,3574648000.0,0.5302583879142415,1929668102.1349607,647779.7910516413,0.00033568100952397655,0.0,0.0,3000000000.0,3850000000.0,1130046.469379878,5205491897.865009,0,0,4794508102.134991,4794508102.13496,364840000,36484,24857.658287613016,28432.306287613017,0.0,3574.6479999999997,24.7908997290814,8.0,9098.338012036165,2739.72602739726,35435034.97354009
2288,1,0,1895866183.258036,3575432000.0,0.5302481443523568,1928459245.5731244,648185.8524464234,0.0003361019766303978,0.0,0.0,3000000000.0,3850000000.0,1128856.5618363272,5206620754.426846,0,0,4793379245.573154,4793379245.573124,364920000,36492,24862.560748870543,28437.992748870543,0.0,3575.432,24.790248030373853,8.0,9100.157679638573,2739.72602739726,35441395.40519233
2289,1,0,1896245356.4946876,3576216000.0,0.5302379264828209,1927251577.1614106,648592.0233834176,0.0003365233211914004,0.0,0.0,3000000000.0,3850000000.0,1127668.4117137503,5207748422.838559,0,0,4792251577.161441,4792251577.16141,365000000,36500,24867.46434742032,28443.68034742032,0.0,3576.216,24.789597617843466,8.0,9101.9777111745,2739.72602739726,35447757.6568761
2290,1,0,1896624605.5659864,3577000000.0,0.5302277342929791,1926045095.145861,648998.3039080083,0.0003369450434676264,0.0,0.0,3000000000.0,3850000000.0,1126482.015549612,5208874904.854109,0,0,4791125095.145891,4791125095.145861,365080000,36508,24872.3690834898,28449.3690834898,0.0,3577.0,24.78894849074034,8.0,9103.798106716737,2739.72602739726,35454121.72895542
2291,1,0,1897003930.4870996,3577784000.0,0.5302175677701895,1924839797.775971,649404.6940656033,0.0003373671437199189,0.0,0.0,3000000000.0,3850000000.0,1125297.3698899038,5210000202.223999,0,0,4789999797.776001,4789999797.77597,365160000,36516,24877.2749573065,28455.0589573065,0.0,3577.7839999999997,24.78830064831517,8.0,9105.61886633808,2739.72602739726,35460487.62179436
2292,1,0,1897383331.273197,3578568000.0,0.5302074269018213,1923635683.3046818,649811.1939016348,0.00033778962220932124,0.0,0.0,3000000000.0,3850000000.0,1124114.471289117,5211124316.695288,0,0,4788875683.304712,4788875683.304682,365240000,36524,24882.181969097957,28460.749969097957,0.0,3578.5679999999998,24.78765408981923,8.0,9107.439990111347,2739.72602739726,35466855.33575707
2293,1,0,1897762807.9394515,3579352000.0,0.5301973116752562,1922432749.9883716,650217.8034615584,0.00033821247919707753,0.0,0.0,3000000000.0,3850000000.0,1122933.3163102195,5212247250.011598,0,0,4787752749.988402,4787752749.988372,365320000,36532,24887.090119091772,28466.44211909177,0.0,3579.352,24.78700881450436,8.0,9109.261478109367,2739.72602739726,35473224.87120778
2294,1,0,1898142360.5010393,3580136000.0,0.5301872220778874,1921230996.086847,650624.5227908542,0.0003386357149446329,0.0,0.0,3000000000.0,3850000000.0,1121753.90152463,5213369003.913122,0,0,4786630996.086878,4786630996.086847,365400000,36540,24891.999407515592,28472.13540751559,0.0,3580.136,24.786364821623007,8.0,9111.083330404988,2739.72602739726,35479596.22851079
2295,1,0,1898521988.9731395,3580920000.0,0.5301771580971202,1920030419.863335,651031.351935026,0.00033905932971363363,0.0,0.0,3000000000.0,3850000000.0,1120576.2235121923,5214489580.136635,0,0,4785510419.863365,4785510419.863335,365480000,36548,24896.9098345971,28477.829834597098,0.0,3580.9199999999996,24.78572211042815,8.0,9112.90554707107,2739.72602739726,35485969.40803046
2296,1,0,1898901693.370934,3581704000.0,0.5301671197203717,1918831019.5844738,651438.2909396015,0.0003394833237659272,0.0,0.0,3000000000.0,3850000000.0,1119400.2788611515,5215608980.415496,0,0,4784391019.584504,4784391019.584474,365560000,36556,24901.82140056402,28483.525400564016,0.0,3581.7039999999997,24.78508068017337,8.0,9114.728128180484,2739.72602739726,35492344.41013124
